age,city,country,education_среднее
28,1134,32,1.0
44,1134,32,1.0
26,1175,32,0.0
32,1180,32,1.0
19,1177,32,0.0
11,1134,32,1.0
31,1186,32,1.0
44,1188,32,1.0
30,1188,32,1.0
46,1134,32,1.0
30,1177,32,1.0
37,1157,32,1.0
34,1161,32,1.0
37,1168,32,1.0
21,1204,32,0.0
30,1134,32,1.0
35,1188,32,1.0
65,1188,32,1.0
46,1195,32,1.0
46,1199,32,1.0
39,1173,32,1.0
38,33,32,1.0
26,1134,32,1.0
45,1188,32,1.0
45,1187,32,1.0
39,1142,32,1.0
29,1167,32,1.0
35,1204,32,1.0
35,1188,32,1.0
45,1192,32,1.0
44,1134,32,1.0
38,1134,32,1.0
38,1152,32,1.0
27,1134,32,1.0
20,1134,32,0.0
42,1181,32,1.0
43,1162,32,1.0
24,1188,32,0.0
44,1157,32,1.0
41,1134,32,1.0
53,501,32,1.0
35,1173,32,1.0
24,1183,32,0.0
38,1168,32,1.0
31,1134,32,1.0
54,1156,32,1.0
20,1134,32,0.0
37,1134,32,1.0
16,1163,32,0.0
18,1141,32,0.0
33,1188,32,1.0
37,1188,32,1.0
37,1201,32,1.0
48,1134,32,1.0
34,1134,32,0.0
43,1177,32,0.0
40,1201,32,1.0
24,1168,32,0.0
55,1134,32,1.0
39,1195,32,1.0
21,1134,32,0.0
28,1134,32,1.0
47,1197,32,0.0
29,574,32,1.0
50,1188,32,1.0
22,1200,32,0.0
40,1134,32,1.0
49,218,32,1.0
46,1134,32,1.0
