age,city,country,education_среднее
15,515,32,0.0
23,1134,32,0.0
16,1204,32,0.0
49,1134,32,1.0
37,1178,32,1.0
29,1134,32,1.0
18,1188,32,0.0
23,1197,32,0.0
39,1188,32,1.0
48,1134,32,0.0
33,1190,32,1.0
46,1188,32,1.0
49,1170,32,1.0
50,1211,32,1.0
41,1134,32,1.0
40,1168,32,1.0
63,1157,32,1.0
55,1177,32,0.0
17,1203,32,0.0
19,1181,32,0.0
64,1167,32,1.0
46,1198,32,1.0
47,1134,32,1.0
52,1165,32,0.0
44,1134,32,1.0
26,1178,32,0.0
35,1167,32,1.0
37,1134,32,1.0
38,1204,32,1.0
15,1188,32,0.0
56,1134,32,1.0
49,7,32,1.0
22,1196,32,0.0
24,1188,32,0.0
30,1134,32,1.0
23,1159,32,0.0
28,1167,32,1.0
43,1187,32,1.0
39,1181,32,1.0
26,1165,32,0.0
24,1134,32,0.0
47,1156,32,1.0
32,1159,32,0.0
49,1188,32,1.0
31,1134,32,1.0
47,1164,32,1.0
46,1159,32,1.0
27,1169,32,0.0
41,1134,32,1.0
46,1134,32,1.0
58,1134,32,1.0
17,1168,32,0.0
49,1134,32,1.0
52,1192,32,1.0
24,1178,32,0.0
62,1134,32,1.0
34,1204,32,1.0
24,1188,32,0.0
30,1159,32,1.0
41,1187,32,1.0
38,1134,32,1.0
40,1188,32,1.0
58,1179,32,1.0
37,1168,32,1.0
65,1178,32,1.0
40,1188,32,1.0
42,1188,32,1.0
44,1202,32,1.0
23,1163,32,0.0
40,806,32,1.0
55,1134,32,1.0
22,1179,32,0.0
21,1151,32,0.0
16,721,32,0.0
39,1177,32,1.0
45,1181,32,1.0
44,1196,32,1.0
23,1188,32,0.0
38,1160,32,1.0
34,1168,32,1.0
46,1187,32,1.0
33,1134,32,1.0
58,1134,32,1.0
32,1188,32,1.0
37,1167,32,1.0
55,1134,32,1.0
36,1134,32,1.0
41,1134,32,1.0
32,1188,32,1.0
47,1168,32,1.0
22,1134,32,0.0
35,1134,32,1.0
24,1186,32,0.0
16,1201,32,0.0
36,1188,32,1.0
27,1188,32,1.0
45,1134,32,1.0
42,1175,32,1.0
26,1153,32,1.0
40,1134,32,0.0
47,1201,32,1.0
66,1188,32,1.0
37,1178,32,0.0
47,1157,32,1.0
41,1196,32,1.0
37,1134,32,1.0
19,1157,32,0.0
43,1134,32,1.0
47,1134,32,1.0
60,1163,32,1.0
33,1167,32,1.0
42,1152,32,1.0
30,1188,32,1.0
40,1134,32,1.0
44,1188,32,1.0
26,1165,32,1.0
25,1188,32,0.0
44,1204,32,0.0
51,1188,32,1.0
28,94,32,1.0
46,1134,32,1.0
36,1188,32,1.0
63,123,32,1.0
37,1157,32,1.0
39,1188,32,1.0
31,1188,32,1.0
39,1134,32,1.0
35,951,32,1.0
20,1183,32,0.0
26,1157,32,0.0
63,1134,32,1.0
57,1150,32,1.0
32,1167,32,1.0
34,1167,32,1.0
35,1134,32,1.0
34,1134,32,1.0
40,1134,32,1.0
16,1167,32,0.0
42,1175,32,1.0
53,165,32,1.0
25,1181,32,0.0
15,1159,32,1.0
60,1134,32,1.0
28,1196,32,1.0
33,1208,32,1.0
44,1190,32,1.0
55,1134,32,1.0
39,1162,32,1.0
40,1161,32,1.0
38,1184,32,1.0
34,1206,32,1.0
28,1188,32,0.0
21,1183,32,0.0
31,1134,32,1.0
26,1134,32,0.0
38,1148,32,1.0
39,1177,32,1.0
70,1193,32,1.0
51,1204,32,0.0
24,1134,32,0.0
35,1137,32,1.0
31,1164,32,1.0
43,1188,32,1.0
56,1188,32,1.0
28,1158,32,1.0
43,1204,32,1.0
39,1188,32,1.0
35,1134,32,1.0
40,1134,32,1.0
31,1134,32,1.0
25,1152,32,0.0
38,1157,32,1.0
50,1179,32,1.0
15,1134,32,1.0
53,1167,32,1.0
49,1188,32,1.0
40,1134,32,1.0
20,1177,32,0.0
17,1198,32,0.0
25,1134,32,0.0
49,1208,32,1.0
40,1188,32,1.0
34,526,32,1.0
18,1134,32,0.0
45,73,32,1.0
35,1179,32,1.0
45,1157,32,1.0
33,1185,32,1.0
34,1134,32,1.0
41,1167,32,1.0
38,1182,32,1.0
34,1183,32,1.0
38,1134,32,1.0
42,1134,32,1.0
38,1188,32,1.0
40,1134,32,1.0
29,1134,32,1.0
23,1162,32,0.0
34,174,32,1.0
54,1189,32,1.0
54,1134,32,1.0
33,1134,32,1.0
39,1134,32,1.0
38,1204,32,1.0
35,1163,32,1.0
39,1134,32,1.0
18,1167,32,0.0
33,1182,32,1.0
37,1157,32,1.0
43,1134,32,1.0
55,1178,32,0.0
41,65,32,1.0
33,1134,32,1.0
46,1134,32,1.0
26,1190,32,0.0
16,1134,32,0.0
25,1187,32,0.0
47,249,32,1.0
39,1134,32,1.0
44,1134,32,1.0
46,1188,32,1.0
51,1156,32,1.0
46,1157,32,1.0
29,1178,32,1.0
30,1185,32,1.0
46,1155,32,1.0
19,84,32,0.0
44,1181,32,1.0
24,1198,32,0.0
52,1134,32,1.0
37,1171,32,1.0
25,1134,32,0.0
41,1178,32,1.0
37,1134,32,1.0
34,1200,32,1.0
34,1188,32,1.0
23,1193,32,0.0
23,1177,32,0.0
57,1134,32,0.0
39,1178,32,1.0
38,1188,32,1.0
41,1156,32,1.0
39,1134,32,0.0
24,1166,32,0.0
46,1134,32,1.0
33,1134,32,1.0
48,1188,32,1.0
45,1045,32,1.0
43,1190,32,1.0
36,1188,32,1.0
25,1134,32,0.0
12,1188,32,1.0
34,1134,32,1.0
41,1134,32,1.0
46,1188,32,1.0
31,1188,32,1.0
45,1183,32,1.0
10,1157,32,0.0
44,1188,32,1.0
46,1141,32,0.0
29,1134,32,1.0
63,1200,32,1.0
37,1162,32,1.0
31,1134,32,1.0
50,1165,32,1.0
22,1202,32,0.0
42,1188,32,1.0
23,1200,32,0.0
36,1167,32,1.0
41,1134,32,1.0
43,1178,32,1.0
42,1156,32,1.0
17,1141,32,0.0
33,1134,32,1.0
29,1134,32,1.0
30,1187,32,1.0
48,1178,32,1.0
24,1188,32,0.0
54,1134,32,1.0
30,1177,32,1.0
22,1165,32,0.0
42,1167,32,1.0
39,1188,32,1.0
32,129,32,1.0
43,1133,32,1.0
29,1134,32,1.0
47,1201,32,1.0
39,1134,32,1.0
34,1170,32,1.0
40,1198,32,1.0
40,1188,32,1.0
41,1204,32,1.0
37,1188,32,1.0
13,1153,32,1.0
33,1134,32,1.0
54,1204,32,1.0
46,1203,32,1.0
45,1204,32,1.0
51,1204,32,1.0
35,1134,32,1.0
49,1201,32,1.0
58,1134,32,1.0
34,1134,32,1.0
28,1168,32,0.0
51,1204,32,1.0
35,1206,32,1.0
43,1144,32,1.0
34,1188,32,1.0
23,1167,32,0.0
39,1142,32,1.0
31,1165,32,1.0
59,1157,32,1.0
29,1134,32,1.0
55,1179,32,1.0
44,1134,32,1.0
36,1204,32,1.0
34,1141,32,1.0
43,1157,32,1.0
49,1201,32,1.0
60,1200,32,1.0
52,1134,32,1.0
40,1158,32,1.0
41,1178,32,1.0
23,1204,32,0.0
20,1198,32,0.0
53,1208,32,1.0
48,1167,32,1.0
50,1164,32,1.0
17,1188,32,0.0
56,1202,32,1.0
35,1179,32,1.0
36,1134,32,1.0
36,1134,32,1.0
20,1157,32,0.0
41,1178,32,1.0
45,1185,32,1.0
54,1134,32,1.0
41,1162,32,1.0
56,1134,32,1.0
22,1134,32,0.0
15,1203,32,0.0
30,1188,32,1.0
49,1177,32,0.0
14,1188,32,0.0
33,1205,32,1.0
44,1168,32,1.0
38,1177,32,1.0
48,1134,32,1.0
42,1201,32,1.0
61,1134,32,1.0
46,1134,32,1.0
52,1134,32,1.0
39,1195,32,1.0
47,1141,32,1.0
31,1134,32,1.0
30,1134,32,1.0
37,1186,32,1.0
51,1136,32,1.0
18,1188,32,0.0
32,1134,32,1.0
17,1188,32,1.0
51,1164,32,1.0
27,1134,32,1.0
27,1206,32,1.0
19,1160,32,0.0
56,1204,32,1.0
42,1134,32,1.0
34,1187,32,1.0
40,1182,32,1.0
17,1134,32,0.0
39,1141,32,1.0
34,1198,32,1.0
37,1134,32,1.0
20,1134,32,0.0
27,1166,32,1.0
39,1156,32,1.0
23,1134,32,0.0
31,1161,32,0.0
44,1157,32,1.0
41,1134,32,1.0
24,1188,32,0.0
57,1159,32,1.0
36,1134,32,1.0
38,1178,32,1.0
53,1157,32,1.0
24,1170,32,0.0
12,1134,32,1.0
48,1188,32,1.0
44,1178,32,1.0
35,1187,32,1.0
41,1176,32,1.0
33,1178,32,1.0
40,1167,32,1.0
60,1134,32,1.0
65,1188,32,1.0
48,1081,32,0.0
46,1168,32,1.0
37,1178,32,1.0
32,1134,32,1.0
15,1134,32,0.0
38,1202,32,1.0
17,1188,32,0.0
31,1158,32,0.0
38,35,32,1.0
37,1181,32,1.0
43,1134,32,1.0
41,1192,32,1.0
42,1134,32,1.0
40,1134,32,1.0
47,1134,32,1.0
58,65,32,1.0
44,1134,32,1.0
24,1188,32,0.0
32,1177,32,1.0
42,1134,32,1.0
25,1185,32,0.0
29,1167,32,1.0
42,1145,32,0.0
50,1174,32,1.0
47,34,32,1.0
63,1188,32,1.0
30,1178,32,1.0
44,1134,32,0.0
25,1188,32,0.0
40,1199,32,1.0
36,1177,32,1.0
41,1177,32,1.0
47,1134,32,1.0
37,1134,32,1.0
52,1202,32,1.0
56,1171,32,1.0
36,1134,32,1.0
28,1156,32,1.0
49,9,32,1.0
24,1161,32,0.0
44,1161,32,1.0
15,1181,32,0.0
32,1142,32,1.0
46,1139,32,1.0
34,1204,32,1.0
36,1168,32,1.0
15,10,32,0.0
51,1188,32,1.0
37,1167,32,1.0
34,1134,32,1.0
54,1134,32,1.0
35,1160,32,1.0
75,1188,32,1.0
30,1160,32,1.0
39,1201,32,1.0
36,1208,32,1.0
23,1164,32,0.0
31,1134,32,1.0
24,1194,32,0.0
18,1134,32,0.0
49,1197,32,0.0
41,1134,32,1.0
63,1134,32,1.0
37,1134,32,1.0
32,1183,32,1.0
49,1188,32,1.0
39,1188,32,1.0
39,1183,32,1.0
60,1162,32,1.0
72,1134,32,1.0
19,1158,32,0.0
34,1134,32,1.0
22,1204,32,0.0
35,1134,32,1.0
39,1134,32,1.0
44,1188,32,1.0
39,1188,32,1.0
37,1196,32,1.0
36,1188,32,0.0
61,1208,32,1.0
36,1134,32,1.0
53,1188,32,1.0
56,1150,32,1.0
19,1162,32,0.0
51,1134,32,1.0
62,1188,32,1.0
31,1188,32,1.0
34,1134,32,1.0
42,1134,32,1.0
51,1152,32,1.0
47,1204,32,1.0
31,1134,32,1.0
39,1134,32,0.0
31,1195,32,1.0
48,1134,32,1.0
39,1134,32,1.0
36,1196,32,1.0
27,1188,32,1.0
26,1176,32,0.0
36,1204,32,1.0
43,1187,32,1.0
23,1185,32,0.0
55,61,32,1.0
28,1213,32,0.0
38,1189,32,1.0
31,1178,32,1.0
46,1134,32,1.0
23,1139,32,0.0
38,1201,32,1.0
40,1152,32,1.0
33,1207,32,1.0
43,1179,32,0.0
39,1157,32,1.0
22,1134,32,0.0
42,1201,32,1.0
36,1197,32,1.0
30,1188,32,1.0
42,1134,32,1.0
59,1134,32,0.0
36,1144,32,1.0
16,1188,32,0.0
37,1168,32,1.0
57,1134,32,1.0
45,1157,32,1.0
42,1134,32,0.0
61,1134,32,1.0
45,1134,32,1.0
34,1204,32,1.0
41,1188,32,1.0
36,1134,32,1.0
47,1168,32,1.0
44,1134,32,1.0
53,1183,32,1.0
39,1134,32,1.0
37,1168,32,1.0
45,1202,32,1.0
23,1134,32,0.0
21,1188,32,0.0
26,1152,32,0.0
24,1134,32,0.0
58,1134,32,1.0
26,1134,32,0.0
21,1177,32,0.0
33,1194,32,0.0
45,1160,32,1.0
17,1134,32,0.0
39,1179,32,1.0
19,1134,32,0.0
65,1133,32,1.0
45,1154,32,1.0
22,1134,32,0.0
30,1137,32,1.0
43,1188,32,1.0
28,1134,32,1.0
41,1134,32,1.0
59,1181,32,1.0
35,1194,32,1.0
44,1162,32,1.0
33,1153,32,1.0
21,1188,32,0.0
52,1190,32,1.0
40,221,32,1.0
57,1200,32,0.0
36,1154,32,1.0
37,1178,32,1.0
51,1134,32,1.0
10,1203,32,1.0
55,1081,32,1.0
45,1201,32,1.0
50,1167,32,1.0
22,1134,32,0.0
35,1144,32,1.0
17,33,32,0.0
15,1168,32,0.0
41,1167,32,0.0
24,10,32,0.0
39,1162,32,1.0
56,1200,32,0.0
38,1134,32,1.0
58,1157,32,1.0
56,1204,32,1.0
39,1189,32,1.0
38,1194,32,1.0
22,1160,32,0.0
49,1133,32,1.0
40,1181,32,1.0
14,1165,32,0.0
48,1186,32,1.0
36,1134,32,1.0
39,1153,32,1.0
38,1198,32,1.0
67,1164,32,1.0
23,1188,32,0.0
33,1167,32,1.0
44,1187,32,1.0
39,1134,32,1.0
45,1160,32,1.0
39,1188,32,1.0
34,1134,32,1.0
52,1134,32,1.0
24,1163,32,0.0
50,1160,32,1.0
34,1204,32,1.0
35,1156,32,1.0
38,1168,32,1.0
32,1188,32,1.0
34,1134,32,1.0
43,1150,32,1.0
24,1188,32,0.0
47,1167,32,0.0
20,1179,32,0.0
37,34,32,0.0
43,1188,32,1.0
37,1204,32,1.0
41,1188,32,1.0
52,1134,32,1.0
65,1176,32,1.0
34,1134,32,1.0
15,1179,32,0.0
28,1157,32,1.0
42,1188,32,1.0
38,1188,32,1.0
21,1165,32,0.0
37,1160,32,1.0
36,1134,32,1.0
16,1134,32,0.0
50,1166,32,1.0
25,1168,32,0.0
39,1134,32,1.0
27,1157,32,1.0
43,1134,32,1.0
21,1204,32,0.0
40,1203,32,1.0
48,1134,32,1.0
39,1190,32,1.0
45,1134,32,1.0
51,1157,32,1.0
40,1196,32,1.0
57,1183,32,1.0
33,1134,32,1.0
48,1188,32,1.0
48,1157,32,1.0
35,1134,32,1.0
29,1156,32,1.0
50,1203,32,1.0
53,1134,32,1.0
36,1158,32,1.0
37,1134,32,1.0
44,1188,32,1.0
40,1134,32,1.0
55,1204,32,1.0
48,1134,32,1.0
28,1188,32,1.0
57,1158,32,1.0
35,1187,32,1.0
42,1171,32,1.0
26,563,32,0.0
37,1188,32,1.0
39,1154,32,1.0
32,1134,32,1.0
45,974,32,1.0
31,1187,32,1.0
16,1156,32,0.0
42,1206,32,1.0
56,1197,32,1.0
61,1134,32,0.0
25,1178,32,0.0
32,1134,32,1.0
42,1159,32,1.0
46,1159,32,1.0
56,1134,32,1.0
40,1157,32,1.0
23,1134,32,0.0
35,1190,32,1.0
38,1169,32,1.0
38,1204,32,1.0
27,1134,32,1.0
28,1192,32,1.0
45,1134,32,1.0
37,1192,32,1.0
37,1165,32,1.0
12,1154,32,0.0
25,1160,32,0.0
48,1192,32,1.0
33,1142,32,1.0
38,1134,32,1.0
32,520,32,1.0
40,1134,32,1.0
26,1157,32,1.0
33,1190,32,1.0
42,1134,32,0.0
51,1134,32,1.0
30,1185,32,1.0
29,1142,32,1.0
50,1201,32,1.0
38,1177,32,1.0
49,984,32,1.0
40,1134,32,1.0
39,1134,32,1.0
37,1134,32,1.0
42,1179,32,1.0
39,1187,32,1.0
43,1188,32,1.0
26,1134,32,0.0
33,1195,32,1.0
26,1202,32,0.0
24,1188,32,0.0
40,1187,32,1.0
60,1177,32,1.0
58,1165,32,0.0
35,1134,32,1.0
21,1134,32,0.0
74,1134,32,1.0
15,1169,32,0.0
21,1141,32,0.0
36,1178,32,1.0
37,1158,32,1.0
37,1153,32,1.0
32,1192,32,1.0
34,1167,32,1.0
17,1134,32,0.0
18,1134,32,0.0
41,1162,32,1.0
38,1201,32,1.0
31,1196,32,1.0
37,1133,32,1.0
33,1158,32,1.0
45,1178,32,1.0
36,1201,32,1.0
68,1134,32,1.0
36,1134,32,1.0
51,1134,32,1.0
60,1187,32,1.0
40,1177,32,1.0
41,1187,32,1.0
38,1134,32,1.0
31,1157,32,0.0
33,1082,32,1.0
37,1134,32,1.0
28,1134,32,1.0
52,1141,32,1.0
32,1192,32,1.0
55,1134,32,1.0
21,1134,32,0.0
39,61,32,1.0
46,1134,32,0.0
51,1134,32,1.0
46,1168,32,1.0
28,1178,32,1.0
40,1178,32,1.0
30,1134,32,1.0
33,1134,32,1.0
48,1204,32,1.0
22,1148,32,0.0
29,1183,32,0.0
26,1134,32,1.0
38,1180,32,1.0
36,1160,32,1.0
33,962,32,1.0
64,1178,32,1.0
48,1208,32,1.0
32,1204,32,1.0
31,1134,32,1.0
27,1179,32,0.0
40,1203,32,1.0
26,1150,32,0.0
33,1188,32,1.0
48,1134,32,1.0
41,73,32,1.0
31,1170,32,1.0
36,1201,32,1.0
27,1190,32,1.0
34,1152,32,1.0
66,1165,32,1.0
62,1158,32,1.0
37,1204,32,1.0
40,1188,32,1.0
34,1188,32,1.0
38,1134,32,1.0
33,1134,32,1.0
42,1204,32,1.0
63,1154,32,1.0
43,1183,32,1.0
40,1188,32,1.0
16,1134,32,0.0
33,1187,32,1.0
23,1158,32,0.0
40,1134,32,1.0
32,1134,32,1.0
22,1157,32,0.0
36,1134,32,1.0
39,1134,32,1.0
39,1170,32,1.0
57,1188,32,1.0
40,1134,32,1.0
23,1157,32,0.0
35,1166,32,0.0
43,1199,32,1.0
29,1199,32,1.0
55,1204,32,1.0
45,1197,32,1.0
38,1179,32,1.0
19,1188,32,0.0
19,1204,32,0.0
43,34,32,1.0
55,1190,32,1.0
39,1188,32,1.0
43,1134,32,1.0
33,1201,32,1.0
41,1157,32,0.0
37,71,32,0.0
43,1188,32,1.0
56,1187,32,1.0
34,1200,32,1.0
38,33,32,1.0
17,1134,32,0.0
32,1134,32,1.0
43,1202,32,1.0
38,1185,32,1.0
23,1134,32,0.0
44,1188,32,1.0
33,1178,32,1.0
35,1134,32,1.0
41,1134,32,1.0
42,1179,32,1.0
45,1188,32,1.0
63,1194,32,1.0
36,1193,32,1.0
34,1134,32,1.0
20,1134,32,0.0
33,1196,32,1.0
35,9,32,1.0
18,1134,32,0.0
39,1157,32,1.0
54,1167,32,1.0
24,1205,32,0.0
46,1134,32,1.0
26,1187,32,0.0
27,1167,32,1.0
53,1188,32,1.0
33,1171,32,1.0
25,1188,32,0.0
49,1191,32,1.0
11,1182,32,1.0
31,1134,32,1.0
50,1134,32,0.0
37,1134,32,1.0
47,1134,32,1.0
21,1201,32,0.0
50,1204,32,1.0
9,1157,32,1.0
16,1142,32,0.0
62,1134,32,1.0
46,1208,32,1.0
24,1204,32,0.0
61,1134,32,1.0
49,1187,32,1.0
42,1134,32,1.0
39,1178,32,1.0
46,1208,32,1.0
24,1153,32,0.0
37,1134,32,1.0
49,1134,32,1.0
43,1163,32,1.0
33,1134,32,1.0
16,1202,32,0.0
36,1200,32,1.0
47,1156,32,1.0
49,1206,32,1.0
48,1193,32,1.0
18,1157,32,0.0
43,1134,32,1.0
40,1192,32,1.0
53,1183,32,0.0
26,1188,32,0.0
22,1202,32,0.0
37,1134,32,1.0
34,1177,32,1.0
15,1156,32,0.0
36,1211,32,1.0
35,1134,32,1.0
33,1162,32,1.0
27,1134,32,0.0
39,1185,32,1.0
35,1202,32,1.0
23,1134,32,0.0
22,1179,32,1.0
64,1167,32,1.0
53,1134,32,1.0
47,596,32,1.0
23,1177,32,0.0
40,1188,32,1.0
38,1188,32,1.0
57,1134,32,1.0
45,1181,32,1.0
41,1134,32,1.0
52,1157,32,1.0
43,1134,32,1.0
34,1134,32,1.0
36,1162,32,1.0
60,1196,32,1.0
33,1167,32,1.0
37,1175,32,1.0
39,1197,32,1.0
61,1171,32,1.0
43,1188,32,1.0
45,1186,32,1.0
38,1203,32,1.0
11,1167,32,1.0
35,1160,32,1.0
31,1178,32,1.0
49,1211,32,1.0
30,1202,32,1.0
20,1134,32,0.0
34,1160,32,1.0
43,1181,32,1.0
46,1134,32,1.0
28,1134,32,1.0
39,1161,32,1.0
44,1204,32,0.0
58,1179,32,1.0
31,1188,32,0.0
50,1134,32,1.0
29,1157,32,1.0
39,320,32,1.0
56,1160,32,1.0
41,1177,32,1.0
38,1197,32,1.0
35,1134,32,1.0
31,1188,32,1.0
17,590,32,0.0
52,1134,32,0.0
15,1177,32,1.0
42,1179,32,1.0
45,1177,32,0.0
37,1154,32,1.0
17,1134,32,0.0
54,1167,32,1.0
55,1188,32,1.0
48,1199,32,1.0
26,1188,32,0.0
23,1163,32,0.0
54,1178,32,1.0
28,1134,32,1.0
37,1188,32,1.0
18,1134,32,0.0
54,1134,32,1.0
15,1178,32,0.0
56,1162,32,1.0
40,1134,32,1.0
64,1134,32,1.0
33,1175,32,1.0
39,1134,32,1.0
55,1177,32,1.0
53,10,32,1.0
41,1201,32,1.0
72,1188,32,1.0
31,1134,32,1.0
24,1134,32,0.0
38,1183,32,1.0
48,1134,32,1.0
43,1188,32,1.0
17,1154,32,0.0
38,1188,32,1.0
39,1134,32,1.0
19,1183,32,0.0
47,1157,32,1.0
35,1188,32,1.0
42,1185,32,1.0
30,1163,32,1.0
22,1188,32,0.0
43,1157,32,1.0
67,1134,32,1.0
32,1188,32,1.0
36,1169,32,1.0
41,1190,32,1.0
23,1134,32,0.0
41,1203,32,1.0
38,1204,32,1.0
36,1188,32,1.0
21,62,32,0.0
54,1188,32,1.0
37,1204,32,1.0
43,1185,32,1.0
45,1207,32,1.0
40,1137,32,1.0
27,1180,32,1.0
45,1203,32,1.0
32,1134,32,1.0
43,1188,32,1.0
47,1134,32,1.0
46,1134,32,1.0
40,1188,32,1.0
46,1134,32,1.0
32,1198,32,1.0
45,1134,32,1.0
53,1188,32,1.0
30,1134,32,1.0
44,1134,32,1.0
30,1196,32,1.0
34,1134,32,1.0
25,1190,32,0.0
45,1134,32,1.0
62,1134,32,1.0
41,1134,32,1.0
48,1188,32,1.0
40,1134,32,1.0
40,1160,32,1.0
37,1160,32,1.0
45,1134,32,1.0
22,1201,32,0.0
25,1134,32,0.0
37,1157,32,1.0
65,1134,32,1.0
29,1141,32,1.0
36,1156,32,1.0
34,1134,32,1.0
39,1134,32,1.0
52,1177,32,1.0
34,1156,32,1.0
40,1167,32,1.0
56,1201,32,1.0
29,1205,32,0.0
32,1168,32,1.0
40,1134,32,1.0
35,1134,32,1.0
42,1208,32,1.0
37,1134,32,1.0
26,1188,32,0.0
31,1159,32,1.0
36,1177,32,1.0
56,1211,32,1.0
54,1134,32,1.0
53,1134,32,1.0
40,1194,32,1.0
15,1134,32,0.0
30,1188,32,1.0
28,1158,32,1.0
50,1188,32,1.0
42,1169,32,1.0
31,1134,32,1.0
60,1134,32,1.0
28,1178,32,1.0
45,1185,32,1.0
49,1201,32,1.0
41,1157,32,1.0
47,1134,32,1.0
36,1204,32,1.0
38,1168,32,1.0
39,1134,32,1.0
28,224,32,1.0
48,1134,32,1.0
41,1187,32,1.0
63,1163,32,1.0
34,1178,32,1.0
32,1169,32,1.0
49,1188,32,1.0
18,1157,32,0.0
25,1200,32,0.0
53,1145,32,1.0
23,1196,32,0.0
37,1204,32,1.0
41,1185,32,1.0
45,1189,32,1.0
46,1134,32,1.0
46,1157,32,1.0
30,1178,32,1.0
14,1188,32,0.0
35,1188,32,1.0
36,1188,32,1.0
49,1134,32,1.0
38,1134,32,1.0
40,1187,32,1.0
46,1160,32,1.0
70,1141,32,1.0
16,1177,32,0.0
28,1134,32,1.0
39,1134,32,1.0
50,1134,32,1.0
44,1197,32,1.0
53,1134,32,1.0
46,1134,32,1.0
47,1148,32,1.0
56,1193,32,1.0
58,840,32,1.0
39,1183,32,1.0
67,1134,32,1.0
56,1178,32,1.0
47,1177,32,1.0
17,1134,32,0.0
29,1188,32,1.0
56,1199,32,1.0
46,1187,32,1.0
42,1188,32,1.0
21,1134,32,0.0
44,1141,32,1.0
26,1208,32,1.0
40,1150,32,1.0
62,1188,32,1.0
27,1177,32,1.0
37,1178,32,1.0
42,1168,32,1.0
66,1188,32,1.0
39,1188,32,1.0
34,1171,32,1.0
48,1188,32,1.0
39,1134,32,1.0
38,1134,32,1.0
28,1162,32,1.0
39,1134,32,1.0
45,1178,32,1.0
34,1155,32,1.0
49,1157,32,0.0
39,1162,32,1.0
44,1134,32,1.0
37,1194,32,1.0
54,1134,32,1.0
43,1134,32,1.0
40,33,32,1.0
64,1179,32,1.0
44,1188,32,1.0
40,1179,32,1.0
44,908,32,1.0
31,1161,32,1.0
39,1179,32,1.0
34,1188,32,1.0
51,1201,32,1.0
38,1185,32,1.0
35,1204,32,1.0
28,1177,32,0.0
25,1159,32,0.0
14,1208,32,0.0
33,1152,32,1.0
55,1167,32,1.0
40,1190,32,0.0
53,1157,32,1.0
36,1134,32,1.0
51,1134,32,1.0
40,1134,32,1.0
50,1157,32,1.0
40,1200,32,1.0
46,1134,32,1.0
29,1141,32,1.0
25,1183,32,0.0
40,1200,32,1.0
30,1188,32,1.0
35,1192,32,1.0
13,1134,32,1.0
34,1190,32,1.0
41,1164,32,1.0
34,1134,32,1.0
63,1134,32,1.0
15,1177,32,0.0
37,1168,32,1.0
29,1190,32,1.0
44,1141,32,1.0
44,1194,32,1.0
53,1181,32,1.0
15,1177,32,0.0
23,1134,32,0.0
38,1185,32,1.0
35,1188,32,1.0
29,1159,32,1.0
27,1188,32,1.0
40,493,32,1.0
45,1185,32,1.0
38,1187,32,1.0
37,1178,32,1.0
14,1134,32,0.0
31,1134,32,1.0
22,1134,32,0.0
52,1142,32,1.0
14,574,32,0.0
46,1200,32,1.0
37,1187,32,1.0
15,1134,32,0.0
23,1152,32,0.0
53,1183,32,1.0
41,1134,32,1.0
50,1178,32,1.0
31,1170,32,1.0
18,1141,32,0.0
22,1134,32,0.0
47,1134,32,1.0
41,1179,32,1.0
16,1134,32,0.0
15,1134,32,0.0
33,1134,32,1.0
37,1156,32,1.0
38,1134,32,1.0
54,1188,32,1.0
37,1200,32,1.0
34,1198,32,1.0
52,1188,32,1.0
24,1134,32,0.0
46,1188,32,1.0
48,1134,32,1.0
48,1193,32,1.0
38,1198,32,1.0
26,1191,32,1.0
39,1177,32,0.0
32,1134,32,1.0
19,1165,32,0.0
42,1200,32,1.0
15,1185,32,0.0
54,1187,32,1.0
41,1158,32,0.0
50,1201,32,1.0
44,1168,32,1.0
34,1187,32,1.0
52,1208,32,1.0
42,1159,32,1.0
54,1157,32,1.0
32,1185,32,1.0
50,1178,32,1.0
47,1134,32,1.0
32,1134,32,1.0
42,1196,32,1.0
31,1157,32,1.0
41,1192,32,1.0
41,1134,32,1.0
39,1162,32,1.0
22,1134,32,0.0
36,75,32,0.0
58,1168,32,1.0
17,1197,32,0.0
53,1188,32,1.0
39,1188,32,1.0
46,1179,32,1.0
43,1134,32,1.0
40,1190,32,1.0
21,1201,32,0.0
16,1188,32,0.0
32,1183,32,1.0
27,1134,32,1.0
40,1187,32,1.0
60,1188,32,1.0
49,1156,32,1.0
44,505,32,1.0
39,1195,32,1.0
16,1192,32,0.0
63,1155,32,1.0
32,1188,32,1.0
37,1168,32,1.0
38,1,32,1.0
36,1188,32,1.0
53,1134,32,1.0
52,1188,32,1.0
33,1178,32,1.0
26,1154,32,1.0
43,1134,32,1.0
29,1188,32,1.0
31,1134,32,1.0
37,1134,32,1.0
42,1196,32,1.0
28,1188,32,1.0
16,1139,32,0.0
33,1178,32,1.0
20,1188,32,0.0
46,1134,32,1.0
23,1157,32,0.0
25,1187,32,0.0
39,1161,32,1.0
22,1198,32,0.0
30,36,32,1.0
32,1188,32,1.0
44,33,32,1.0
47,1190,32,1.0
9,1178,32,1.0
46,1192,32,1.0
25,1160,32,0.0
42,1188,32,1.0
22,1134,32,0.0
38,1180,32,1.0
40,1134,32,1.0
40,1155,32,1.0
52,1134,32,1.0
46,1204,32,0.0
24,1188,32,0.0
34,1198,32,1.0
56,1147,32,1.0
